ID,DATE,"TOTAL_RETURN_INDEX(DATES=RANGE('-10Y','0D'))"
BBREINDW Index,2011-05-11,1.0
BBREINDW Index,2011-05-12,1.0063063178390643
BBREINDW Index,2011-05-13,0.989426560898016
BBREINDW Index,2011-05-14,0.989426560898016
BBREINDW Index,2011-05-15,0.989426560898016
BBREINDW Index,2011-05-16,0.9852208302123675
BBREINDW Index,2011-05-17,0.9836863068540904
BBREINDW Index,2011-05-18,0.9982926958569504
BBREINDW Index,2011-05-19,1.0095458671509825
BBREINDW Index,2011-05-20,0.9974970170785842
BBREINDW Index,2011-05-21,0.9974970170785842
BBREINDW Index,2011-05-22,0.9974970170785842
BBREINDW Index,2011-05-23,0.9869826903644632
BBREINDW Index,2011-05-24,0.9914157578439304
BBREINDW Index,2011-05-25,1.0016459135657778
BBREINDW Index,2011-05-26,1.0207422042465597
BBREINDW Index,2011-05-27,1.0285853236333093
BBREINDW Index,2011-05-28,1.0285853236333093
BBREINDW Index,2011-05-29,1.0285853236333093
BBREINDW Index,2011-05-30,1.0285853236333093
BBREINDW Index,2011-05-31,1.0444988992006279
BBREINDW Index,2011-06-01,1.002782597534872
BBREINDW Index,2011-06-02,0.9671475551037699
BBREINDW Index,2011-06-03,0.9636806689980328
BBREINDW Index,2011-06-04,0.9636806689980328
BBREINDW Index,2011-06-05,0.9636806689980328
BBREINDW Index,2011-06-06,0.938503119082597
BBREINDW Index,2011-06-07,0.9611799642660256
BBREINDW Index,2011-06-08,0.9482786012168067
BBREINDW Index,2011-06-09,0.9262837664148347
BBREINDW Index,2011-06-10,0.9048004393989549
BBREINDW Index,2011-06-11,0.9048004393989549
BBREINDW Index,2011-06-12,0.9048004393989549
BBREINDW Index,2011-06-13,0.917644968249719
BBREINDW Index,2011-06-14,0.9350362329768598
BBREINDW Index,2011-06-15,0.92086554508045
BBREINDW Index,2011-06-16,0.9295169798324265
BBREINDW Index,2011-06-17,0.9407866119435538
BBREINDW Index,2011-06-18,0.9407866119435538
BBREINDW Index,2011-06-19,0.9407866119435538
BBREINDW Index,2011-06-20,0.949779550698898
BBREINDW Index,2011-06-21,0.9573495561068772
BBREINDW Index,2011-06-22,0.9556989534239343
BBREINDW Index,2011-06-23,0.9417542066197617
BBREINDW Index,2011-06-24,0.945112329319542
BBREINDW Index,2011-06-25,0.945112329319542
BBREINDW Index,2011-06-26,0.945112329319542
BBREINDW Index,2011-06-27,0.9507471453751055
BBREINDW Index,2011-06-28,0.9550728627510939
BBREINDW Index,2011-06-29,0.9756769376209327
BBREINDW Index,2011-06-30,0.98421453770512
BBREINDW Index,2011-07-01,0.999354548521079
BBREINDW Index,2011-07-02,0.999354548521079
BBREINDW Index,2011-07-03,0.999354548521079
BBREINDW Index,2011-07-04,0.999354548521079
BBREINDW Index,2011-07-05,1.0051393055216336
BBREINDW Index,2011-07-06,1.0046832273386506
BBREINDW Index,2011-07-07,1.0325610062734858
BBREINDW Index,2011-07-08,1.02292635465797
BBREINDW Index,2011-07-09,1.02292635465797
BBREINDW Index,2011-07-10,1.02292635465797
BBREINDW Index,2011-07-11,0.9983551425497615
BBREINDW Index,2011-07-12,0.9984121523226342
BBREINDW Index,2011-07-13,0.9830195136469585
BBREINDW Index,2011-07-14,0.9716175590723838
BBREINDW Index,2011-07-15,0.980112015230442
BBREINDW Index,2011-07-16,0.980112015230442
BBREINDW Index,2011-07-17,0.980112015230442
BBREINDW Index,2011-07-18,0.967056777242554
BBREINDW Index,2011-07-19,0.9867821586565684
BBREINDW Index,2011-07-20,0.9927681848082199
BBREINDW Index,2011-07-21,1.0041701393827946
BBREINDW Index,2011-07-22,1.0138047909983103
BBREINDW Index,2011-07-23,1.0138047909983103
BBREINDW Index,2011-07-24,1.0138047909983103
BBREINDW Index,2011-07-25,1.0033149927897016
BBREINDW Index,2011-07-26,1.0090729798498619
BBREINDW Index,2011-07-27,0.9685960411101217
BBREINDW Index,2011-07-28,0.9907728427576693
BBREINDW Index,2011-07-29,0.9953336245874994
BBREINDW Index,2011-07-30,0.9953336245874994
BBREINDW Index,2011-07-31,0.9953336245874994
BBREINDW Index,2011-08-01,0.9691091290659776
BBREINDW Index,2011-08-02,0.9226461641745856
BBREINDW Index,2011-08-03,0.911595924587026
BBREINDW Index,2011-08-04,0.8453935034688298
BBREINDW Index,2011-08-05,0.8178852560731655
BBREINDW Index,2011-08-06,0.8178852560731655
BBREINDW Index,2011-08-07,0.8178852560731655
BBREINDW Index,2011-08-08,0.7245170138754334
BBREINDW Index,2011-08-09,0.8003644428979189
BBREINDW Index,2011-08-10,0.7615561270700106
BBREINDW Index,2011-08-11,0.7934433631332799
BBREINDW Index,2011-08-12,0.7962987084734746
BBREINDW Index,2011-08-13,0.7962987084734746
BBREINDW Index,2011-08-14,0.7962987084734746
BBREINDW Index,2011-08-15,0.83907178166959
BBREINDW Index,2011-08-16,0.8263940483591259
BBREINDW Index,2011-08-17,0.8335324117096126
BBREINDW Index,2011-08-18,0.7863621066895973
BBREINDW Index,2011-08-19,0.7591221121441407
BBREINDW Index,2011-08-20,0.7591221121441407
BBREINDW Index,2011-08-21,0.7591221121441407
BBREINDW Index,2011-08-22,0.7494710448942828
BBREINDW Index,2011-08-23,0.7514126797256153
BBREINDW Index,2011-08-24,0.7453593476044026
BBREINDW Index,2011-08-25,0.7242297920869625
BBREINDW Index,2011-08-26,0.7309684070898218
BBREINDW Index,2011-08-27,0.7309684070898218
BBREINDW Index,2011-08-28,0.7309684070898218
BBREINDW Index,2011-08-29,0.7676881481647246
BBREINDW Index,2011-08-30,0.7761970772785045
BBREINDW Index,2011-08-31,0.7893887727502037
BBREINDW Index,2011-09-01,0.7892745589365959
BBREINDW Index,2011-09-02,0.7548962010406526
BBREINDW Index,2011-09-03,0.7548962010406526
BBREINDW Index,2011-09-04,0.7548962010406526
BBREINDW Index,2011-09-05,0.7548962010406526
BBREINDW Index,2011-09-06,0.7426182160778159
BBREINDW Index,2011-09-07,0.7855055030875391
BBREINDW Index,2011-09-08,0.7758544358376813
BBREINDW Index,2011-09-09,0.7454164545112067
BBREINDW Index,2011-09-10,0.7454164545112067
BBREINDW Index,2011-09-11,0.7454164545112067
BBREINDW Index,2011-09-12,0.7439887818411094
BBREINDW Index,2011-09-13,0.7519266418868502
BBREINDW Index,2011-09-14,0.7675509315836722
BBREINDW Index,2011-09-15,0.7970958003689206
BBREINDW Index,2011-09-16,0.8259502075932579
BBREINDW Index,2011-09-17,0.8259502075932579
