ID,DATE,"TOTAL_RETURN_INDEX(DATES=RANGE(2007-12-31,2021-05-05))"
ABEV3 BS Equity,2007-12-31,1.0
ABEV3 BS Equity,2008-01-01,1.0
ABEV3 BS Equity,2008-01-02,1.0
ABEV3 BS Equity,2008-01-03,1.0211553473848554
ABEV3 BS Equity,2008-01-04,0.9984387197501949
ABEV3 BS Equity,2008-01-05,0.9984387197501949
ABEV3 BS Equity,2008-01-06,0.9984387197501949
ABEV3 BS Equity,2008-01-07,0.9999999999999999
ABEV3 BS Equity,2008-01-08,0.9925839188134269
ABEV3 BS Equity,2008-01-09,0.9905542544886806
ABEV3 BS Equity,2008-01-10,1.0230288836846213
ABEV3 BS Equity,2008-01-11,1.0140515222482434
ABEV3 BS Equity,2008-01-12,1.0140515222482434
ABEV3 BS Equity,2008-01-13,1.0140515222482434
ABEV3 BS Equity,2008-01-14,1.0054644808743167
ABEV3 BS Equity,2008-01-15,0.9750195160031224
ABEV3 BS Equity,2008-01-16,0.9601873536299765
ABEV3 BS Equity,2008-01-17,0.920374707259953
ABEV3 BS Equity,2008-01-18,0.9437939110070255
ABEV3 BS Equity,2008-01-19,0.9437939110070255
ABEV3 BS Equity,2008-01-20,0.9437939110070255
ABEV3 BS Equity,2008-01-21,0.9102263856362214
ABEV3 BS Equity,2008-01-22,0.9391100702576106
ABEV3 BS Equity,2008-01-23,0.9211553473848552
ABEV3 BS Equity,2008-01-24,0.9640905542544883
ABEV3 BS Equity,2008-01-25,0.9640905542544883
ABEV3 BS Equity,2008-01-26,0.9640905542544883
ABEV3 BS Equity,2008-01-27,0.9640905542544883
ABEV3 BS Equity,2008-01-28,0.9914129586260729
ABEV3 BS Equity,2008-01-29,0.9797033567525365
ABEV3 BS Equity,2008-01-30,0.9914129586260728
ABEV3 BS Equity,2008-01-31,0.9640905542544882
ABEV3 BS Equity,2008-02-01,1.0303669008587037
ABEV3 BS Equity,2008-02-02,1.0303669008587037
ABEV3 BS Equity,2008-02-03,1.0303669008587037
ABEV3 BS Equity,2008-02-04,1.0303669008587037
ABEV3 BS Equity,2008-02-05,1.0303669008587037
ABEV3 BS Equity,2008-02-06,0.9992193598750969
ABEV3 BS Equity,2008-02-07,1.030444964871194
ABEV3 BS Equity,2008-02-08,1.011163153786104
ABEV3 BS Equity,2008-02-09,1.011163153786104
ABEV3 BS Equity,2008-02-10,1.011163153786104
ABEV3 BS Equity,2008-02-11,1.046057767369242
ABEV3 BS Equity,2008-02-12,1.0772833723653386
ABEV3 BS Equity,2008-02-13,1.0733801717408264
ABEV3 BS Equity,2008-02-14,1.028961748633879
ABEV3 BS Equity,2008-02-15,1.0226385636221693
ABEV3 BS Equity,2008-02-16,1.0226385636221693
ABEV3 BS Equity,2008-02-17,1.0226385636221693
ABEV3 BS Equity,2008-02-18,1.0507416081186565
ABEV3 BS Equity,2008-02-19,1.0352068696330983
ABEV3 BS Equity,2008-02-20,1.0460577673692415
ABEV3 BS Equity,2008-02-21,1.0421545667447296
ABEV3 BS Equity,2008-02-22,1.0616705698672904
ABEV3 BS Equity,2008-02-23,1.0616705698672904
ABEV3 BS Equity,2008-02-24,1.0616705698672904
ABEV3 BS Equity,2008-02-25,1.078766588602653
ABEV3 BS Equity,2008-02-26,1.0988290398126452
ABEV3 BS Equity,2008-02-27,1.1162373145979692
ABEV3 BS Equity,2008-02-28,1.1459797033567514
ABEV3 BS Equity,2008-02-29,1.0897736143637773
ABEV3 BS Equity,2008-03-01,1.0897736143637773
ABEV3 BS Equity,2008-03-02,1.0897736143637773
ABEV3 BS Equity,2008-03-03,1.113973458235752
ABEV3 BS Equity,2008-03-04,1.1007025761124112
ABEV3 BS Equity,2008-03-05,1.0819672131147529
ABEV3 BS Equity,2008-03-06,1.0437158469945342
ABEV3 BS Equity,2008-03-07,1.0218579234972667
ABEV3 BS Equity,2008-03-08,1.0218579234972667
ABEV3 BS Equity,2008-03-09,1.0218579234972667
ABEV3 BS Equity,2008-03-10,1.0179547228727543
ABEV3 BS Equity,2008-03-11,1.0459797033567515
ABEV3 BS Equity,2008-03-12,1.0343481654957052
ABEV3 BS Equity,2008-03-13,1.0553473848555803
ABEV3 BS Equity,2008-03-14,1.054254488680717
ABEV3 BS Equity,2008-03-15,1.054254488680717
ABEV3 BS Equity,2008-03-16,1.054254488680717
ABEV3 BS Equity,2008-03-17,1.0383294301327077
ABEV3 BS Equity,2008-03-18,1.0811865729898507
ABEV3 BS Equity,2008-03-19,1.022716627634659
ABEV3 BS Equity,2008-03-20,1.03903200624512
ABEV3 BS Equity,2008-03-21,1.03903200624512
ABEV3 BS Equity,2008-03-22,1.03903200624512
ABEV3 BS Equity,2008-03-23,1.03903200624512
ABEV3 BS Equity,2008-03-24,1.0775175644028094
ABEV3 BS Equity,2008-03-25,1.0886026541764238
ABEV3 BS Equity,2008-03-26,1.0826697892271653
ABEV3 BS Equity,2008-03-27,1.0615144418423095
ABEV3 BS Equity,2008-03-28,1.0416861826697883
ABEV3 BS Equity,2008-03-29,1.0416861826697883
ABEV3 BS Equity,2008-03-30,1.0416861826697883
ABEV3 BS Equity,2008-03-31,1.0304449648711935
ABEV3 BS Equity,2008-04-01,1.0671350507416066
ABEV3 BS Equity,2008-04-02,1.0710382513661185
ABEV3 BS Equity,2008-04-03,1.0857923497267745
ABEV3 BS Equity,2008-04-04,1.073380171740826
ABEV3 BS Equity,2008-04-05,1.073380171740826
ABEV3 BS Equity,2008-04-06,1.073380171740826
ABEV3 BS Equity,2008-04-07,1.042544886807181
ABEV3 BS Equity,2008-04-08,1.0347384855581563
ABEV3 BS Equity,2008-04-09,1.0251366120218568
ABEV3 BS Equity,2008-04-10,1.0632318501170948
ABEV3 BS Equity,2008-04-11,1.0242779078844642
ABEV3 BS Equity,2008-04-12,1.0242779078844642
ABEV3 BS Equity,2008-04-13,1.0242779078844642
ABEV3 BS Equity,2008-04-14,1.0238095238095226
ABEV3 BS Equity,2008-04-15,1.0445199063231836
ABEV3 BS Equity,2008-04-16,1.0453118092089482
ABEV3 BS Equity,2008-04-17,1.0097553696381283
ABEV3 BS Equity,2008-04-18,1.016011402435667
ABEV3 BS Equity,2008-04-19,1.016011402435667
ABEV3 BS Equity,2008-04-20,1.016011402435667
ABEV3 BS Equity,2008-04-21,1.016011402435667
ABEV3 BS Equity,2008-04-22,0.9875028985481499
ABEV3 BS Equity,2008-04-23,0.9682596584240765
ABEV3 BS Equity,2008-04-24,0.9740405494901563
ABEV3 BS Equity,2008-04-25,0.9721399825643215
ABEV3 BS Equity,2008-04-26,0.9721399825643215
ABEV3 BS Equity,2008-04-27,0.9721399825643215
ABEV3 BS Equity,2008-04-28,0.9899577974940197
ABEV3 BS Equity,2008-04-29,0.9493468352862225
ABEV3 BS Equity,2008-04-30,0.981580435182902
ABEV3 BS Equity,2008-05-01,0.981580435182902
ABEV3 BS Equity,2008-05-02,1.0398701883130146
ABEV3 BS Equity,2008-05-03,1.0398701883130146
ABEV3 BS Equity,2008-05-04,1.0398701883130146
ABEV3 BS Equity,2008-05-05,1.037415049254545
ABEV3 BS Equity,2008-05-06,1.0351975042985082
ABEV3 BS Equity,2008-05-07,1.0146852134551672
ABEV3 BS Equity,2008-05-08,1.0097749353382282
ABEV3 BS Equity,2008-05-09,0.9899754268021842
ABEV3 BS Equity,2008-05-10,0.9899754268021842
ABEV3 BS Equity,2008-05-11,0.9899754268021842
ABEV3 BS Equity,2008-05-12,1.007398994313903
ABEV3 BS Equity,2008-05-13,1.0200706797769712
ABEV3 BS Equity,2008-05-14,1.0224466208012961
ABEV3 BS Equity,2008-05-15,1.0295744438742718
ABEV3 BS Equity,2008-05-16,1.0264065225085048
ABEV3 BS Equity,2008-05-17,1.0264065225085048
ABEV3 BS Equity,2008-05-18,1.0264065225085048
ABEV3 BS Equity,2008-05-19,1.0018551319238107
ABEV3 BS Equity,2008-05-20,0.9978952302166019
ABEV3 BS Equity,2008-05-21,0.9709678986075826
ABEV3 BS Equity,2008-05-22,0.9709678986075826
ABEV3 BS Equity,2008-05-23,0.9437237748619863
ABEV3 BS Equity,2008-05-24,0.9437237748619863
ABEV3 BS Equity,2008-05-25,0.9437237748619863
ABEV3 BS Equity,2008-05-26,0.9504556077642414
ABEV3 BS Equity,2008-05-27,0.9392886849499125
ABEV3 BS Equity,2008-05-28,0.9147372943652186
ABEV3 BS Equity,2008-05-29,0.8950169838633193
ABEV3 BS Equity,2008-05-30,0.898105707194942
ABEV3 BS Equity,2008-05-31,0.898105707194942
ABEV3 BS Equity,2008-06-01,0.898105707194942
ABEV3 BS Equity,2008-06-02,0.8775142183174564
ABEV3 BS Equity,2008-06-03,0.8530420257669064
ABEV3 BS Equity,2008-06-04,0.8600114527715937
ABEV3 BS Equity,2008-06-05,0.8818701101953861
ABEV3 BS Equity,2008-06-06,0.8632585721715048
ABEV3 BS Equity,2008-06-07,0.8632585721715048
ABEV3 BS Equity,2008-06-08,0.8632585721715048
ABEV3 BS Equity,2008-06-09,0.8569227294399709
ABEV3 BS Equity,2008-06-10,0.8426670832940197
ABEV3 BS Equity,2008-06-11,0.8410831226111363
ABEV3 BS Equity,2008-06-12,0.9095894221458471
ABEV3 BS Equity,2008-06-13,0.8894731214732268
ABEV3 BS Equity,2008-06-14,0.8894731214732268
ABEV3 BS Equity,2008-06-15,0.8894731214732268
ABEV3 BS Equity,2008-06-16,0.8829788826734044
ABEV3 BS Equity,2008-06-17,0.8569227294399708
ABEV3 BS Equity,2008-06-18,0.8315793585138352
ABEV3 BS Equity,2008-06-19,0.8573187196106917
ABEV3 BS Equity,2008-06-20,0.8315001604796906
ABEV3 BS Equity,2008-06-21,0.8315001604796906
ABEV3 BS Equity,2008-06-22,0.8315001604796906
ABEV3 BS Equity,2008-06-23,0.8356184582551878
ABEV3 BS Equity,2008-06-24,0.8265106843286074
ABEV3 BS Equity,2008-06-25,0.8299953978309512
ABEV3 BS Equity,2008-06-26,0.8059191954511222
ABEV3 BS Equity,2008-06-27,0.7968114215245422
ABEV3 BS Equity,2008-06-28,0.7968114215245422
ABEV3 BS Equity,2008-06-29,0.7968114215245422
ABEV3 BS Equity,2008-06-30,0.8020384917780576
ABEV3 BS Equity,2008-07-01,0.7758239424763358
ABEV3 BS Equity,2008-07-02,0.7674289508570532
ABEV3 BS Equity,2008-07-03,0.748817412833172
ABEV3 BS Equity,2008-07-04,0.7270379534435241
ABEV3 BS Equity,2008-07-05,0.7270379534435241
ABEV3 BS Equity,2008-07-06,0.7270379534435241
ABEV3 BS Equity,2008-07-07,0.7414519956577639
ABEV3 BS Equity,2008-07-08,0.7603011277840772
ABEV3 BS Equity,2008-07-09,0.7603011277840772
ABEV3 BS Equity,2008-07-10,0.7471542541161443
ABEV3 BS Equity,2008-07-11,0.7476294423210093
ABEV3 BS Equity,2008-07-12,0.7476294423210093
ABEV3 BS Equity,2008-07-13,0.7476294423210093
ABEV3 BS Equity,2008-07-14,0.7840605380273296
ABEV3 BS Equity,2008-07-15,0.7808926166615625
ABEV3 BS Equity,2008-07-16,0.7840605380273296
ABEV3 BS Equity,2008-07-17,0.783617029036122
ABEV3 BS Equity,2008-07-18,0.7582350892781399
ABEV3 BS Equity,2008-07-19,0.7582350892781399
ABEV3 BS Equity,2008-07-20,0.7582350892781399
ABEV3 BS Equity,2008-07-21,0.7517888823554777
ABEV3 BS Equity,2008-07-22,0.7402662874812189
ABEV3 BS Equity,2008-07-23,0.7670986237968003
ABEV3 BS Equity,2008-07-24,0.7469542271634811
ABEV3 BS Equity,2008-07-25,0.733256037452824
ABEV3 BS Equity,2008-07-26,0.733256037452824
ABEV3 BS Equity,2008-07-27,0.733256037452824
ABEV3 BS Equity,2008-07-28,0.7228615287900311
ABEV3 BS Equity,2008-07-29,0.7299523564049596
ABEV3 BS Equity,2008-07-30,0.7452620978462822
ABEV3 BS Equity,2008-07-31,0.7493715547594795
ABEV3 BS Equity,2008-08-01,0.733256037452824
ABEV3 BS Equity,2008-08-02,0.733256037452824
ABEV3 BS Equity,2008-08-03,0.733256037452824
ABEV3 BS Equity,2008-08-04,0.7534004340861434
ABEV3 BS Equity,2008-08-05,0.8017469860061098
ABEV3 BS Equity,2008-08-06,0.8291433654274243
ABEV3 BS Equity,2008-08-07,0.8102076325921039
ABEV3 BS Equity,2008-08-08,0.8259202619660928
ABEV3 BS Equity,2008-08-09,0.8259202619660928
ABEV3 BS Equity,2008-08-10,0.8259202619660928
ABEV3 BS Equity,2008-08-11,0.8243087102354276
ABEV3 BS Equity,2008-08-12,0.800135434275444
ABEV3 BS Equity,2008-08-13,0.7985238825447788
ABEV3 BS Equity,2008-08-14,0.8098853222459709
ABEV3 BS Equity,2008-08-15,0.8106105205247699
ABEV3 BS Equity,2008-08-16,0.8106105205247699
ABEV3 BS Equity,2008-08-17,0.8106105205247699
ABEV3 BS Equity,2008-08-18,0.7964288652949135
ABEV3 BS Equity,2008-08-19,0.7936086497662485
ABEV3 BS Equity,2008-08-20,0.8017469860061098
ABEV3 BS Equity,2008-08-21,0.804164313602108
ABEV3 BS Equity,2008-08-22,0.8138336239861014
ABEV3 BS Equity,2008-08-23,0.8138336239861014
ABEV3 BS Equity,2008-08-24,0.8138336239861014
ABEV3 BS Equity,2008-08-25,0.8094824343133046
ABEV3 BS Equity,2008-08-26,0.8002160118619775
ABEV3 BS Equity,2008-08-27,0.799732546342778
ABEV3 BS Equity,2008-08-28,0.8290627878408905
ABEV3 BS Equity,2008-08-29,0.8083543481018383
ABEV3 BS Equity,2008-08-30,0.8083543481018383
ABEV3 BS Equity,2008-08-31,0.8083543481018383
ABEV3 BS Equity,2008-09-01,0.8045672015347745
ABEV3 BS Equity,2008-09-02,0.8169761498608993
ABEV3 BS Equity,2008-09-03,0.8138336239861014
ABEV3 BS Equity,2008-09-04,0.7982821497851788
ABEV3 BS Equity,2008-09-05,0.8093212791402378
ABEV3 BS Equity,2008-09-06,0.8093212791402378
ABEV3 BS Equity,2008-09-07,0.8093212791402378
ABEV3 BS Equity,2008-09-08,0.8138336239861013
ABEV3 BS Equity,2008-09-09,0.8235029343700946
ABEV3 BS Equity,2008-09-10,0.8526720206951411
ABEV3 BS Equity,2008-09-11,0.8637917276367336
ABEV3 BS Equity,2008-09-12,0.8442113741091472
ABEV3 BS Equity,2008-09-13,0.8442113741091472
ABEV3 BS Equity,2008-09-14,0.8442113741091472
ABEV3 BS Equity,2008-09-15,0.8191517446972979
ABEV3 BS Equity,2008-09-16,0.7926417187278496
ABEV3 BS Equity,2008-09-17,0.7714498134695974
ABEV3 BS Equity,2008-09-18,0.7977181066794462
ABEV3 BS Equity,2008-09-19,0.8539612620796737
ABEV3 BS Equity,2008-09-20,0.8539612620796737
ABEV3 BS Equity,2008-09-21,0.8539612620796737
ABEV3 BS Equity,2008-09-22,0.8460646585994127
ABEV3 BS Equity,2008-09-23,0.8057758653327736
ABEV3 BS Equity,2008-09-24,0.8299491412927567
ABEV3 BS Equity,2008-09-25,0.8541224172527401
ABEV3 BS Equity,2008-09-26,0.8299491412927565
ABEV3 BS Equity,2008-09-27,0.8299491412927565
ABEV3 BS Equity,2008-09-28,0.8299491412927565
ABEV3 BS Equity,2008-09-29,0.7968317532275797
ABEV3 BS Equity,2008-09-30,0.8576758888188579
ABEV3 BS Equity,2008-10-01,0.861760059717995
ABEV3 BS Equity,2008-10-02,0.8464035771372387
ABEV3 BS Equity,2008-10-03,0.8394604866087046
ABEV3 BS Equity,2008-10-04,0.8394604866087046
ABEV3 BS Equity,2008-10-05,0.8394604866087046
ABEV3 BS Equity,2008-10-06,0.8127500089283461
ABEV3 BS Equity,2008-10-07,0.7840791292164014
ABEV3 BS Equity,2008-10-08,0.7502621941715436
ABEV3 BS Equity,2008-10-09,0.7024773946516356
ABEV3 BS Equity,2008-10-10,0.7269824200464605
ABEV3 BS Equity,2008-10-11,0.7269824200464605
ABEV3 BS Equity,2008-10-12,0.7269824200464605
ABEV3 BS Equity,2008-10-13,0.7964133253317965
ABEV3 BS Equity,2008-10-14,0.8127500089283464
ABEV3 BS Equity,2008-10-15,0.7351507618447354
ABEV3 BS Equity,2008-10-16,0.7444626714947686
ABEV3 BS Equity,2008-10-17,0.7847325965602636
ABEV3 BS Equity,2008-10-18,0.7847325965602636
ABEV3 BS Equity,2008-10-19,0.7847325965602636
ABEV3 BS Equity,2008-10-20,0.8495075470205827
ABEV3 BS Equity,2008-10-21,0.8193663657849488
ABEV3 BS Equity,2008-10-22,0.7269824200464604
ABEV3 BS Equity,2008-10-23,0.7339255105749938
ABEV3 BS Equity,2008-10-24,0.7106457364499105
ABEV3 BS Equity,2008-10-25,0.7106457364499105
ABEV3 BS Equity,2008-10-26,0.7106457364499105
ABEV3 BS Equity,2008-10-27,0.7024773946516356
ABEV3 BS Equity,2008-10-28,0.7834256618725395
ABEV3 BS Equity,2008-10-29,0.7743588024764544
ABEV3 BS Equity,2008-10-30,0.7269824200464605
ABEV3 BS Equity,2008-10-31,0.7433191036430102
ABEV3 BS Equity,2008-11-01,0.7433191036430102
ABEV3 BS Equity,2008-11-02,0.7433191036430102
ABEV3 BS Equity,2008-11-03,0.7653736264983522
ABEV3 BS Equity,2008-11-04,0.7636582747207145
ABEV3 BS Equity,2008-11-05,0.7596557872395597
ABEV3 BS Equity,2008-11-06,0.7841608126343842
ABEV3 BS Equity,2008-11-07,0.824839154789793
ABEV3 BS Equity,2008-11-08,0.824839154789793
ABEV3 BS Equity,2008-11-09,0.824839154789793
ABEV3 BS Equity,2008-11-10,0.8152005114678285
ABEV3 BS Equity,2008-11-11,0.8250842050437411
ABEV3 BS Equity,2008-11-12,0.8071138530875364
ABEV3 BS Equity,2008-11-13,0.8927180751334568
ABEV3 BS Equity,2008-11-14,0.8772799091347174
ABEV3 BS Equity,2008-11-15,0.8772799091347174
ABEV3 BS Equity,2008-11-16,0.8772799091347174
ABEV3 BS Equity,2008-11-17,0.8576758888188578
ABEV3 BS Equity,2008-11-18,0.8658442306171322
ABEV3 BS Equity,2008-11-19,0.825410938715672
ABEV3 BS Equity,2008-11-20,0.825410938715672
ABEV3 BS Equity,2008-11-21,0.8601263913583401
ABEV3 BS Equity,2008-11-22,0.8601263913583401
ABEV3 BS Equity,2008-11-23,0.8601263913583401
ABEV3 BS Equity,2008-11-24,0.8495075470205825
ABEV3 BS Equity,2008-11-25,0.8116064410765875
ABEV3 BS Equity,2008-11-26,0.7857944809940389
ABEV3 BS Equity,2008-11-27,0.809482672209036
ABEV3 BS Equity,2008-11-28,0.8022128480085711
ABEV3 BS Equity,2008-11-29,0.8022128480085711
ABEV3 BS Equity,2008-11-30,0.8022128480085711
ABEV3 BS Equity,2008-12-01,0.7758291040001436
ABEV3 BS Equity,2008-12-02,0.7857944809940388
ABEV3 BS Equity,2008-12-03,0.7874281493536938
ABEV3 BS Equity,2008-12-04,0.7800766417352465
ABEV3 BS Equity,2008-12-05,0.8004974962309336
ABEV3 BS Equity,2008-12-06,0.8004974962309336
ABEV3 BS Equity,2008-12-07,0.8004974962309336
ABEV3 BS Equity,2008-12-08,0.8577575722368403
ABEV3 BS Equity,2008-12-09,0.8494258636025999
ABEV3 BS Equity,2008-12-10,0.8740125724154072
ABEV3 BS Equity,2008-12-11,0.8661709642890634
ABEV3 BS Equity,2008-12-12,0.8871636027106296
ABEV3 BS Equity,2008-12-13,0.8871636027106296
ABEV3 BS Equity,2008-12-14,0.8871636027106296
ABEV3 BS Equity,2008-12-15,0.8658442306171321
ABEV3 BS Equity,2008-12-16,0.9058691054286788
ABEV3 BS Equity,2008-12-17,0.872378904055752
ABEV3 BS Equity,2008-12-18,0.8857749846049228
ABEV3 BS Equity,2008-12-19,0.8339876976038605
ABEV3 BS Equity,2008-12-20,0.8339876976038605
ABEV3 BS Equity,2008-12-21,0.8339876976038605
ABEV3 BS Equity,2008-12-22,0.8184678481871381
ABEV3 BS Equity,2008-12-23,0.8010692801568128
ABEV3 BS Equity,2008-12-24,0.8010692801568128
ABEV3 BS Equity,2008-12-25,0.8010692801568128
ABEV3 BS Equity,2008-12-26,0.804581667130071
ABEV3 BS Equity,2008-12-27,0.804581667130071
ABEV3 BS Equity,2008-12-28,0.804581667130071
ABEV3 BS Equity,2008-12-29,0.8102995063888634
ABEV3 BS Equity,2008-12-30,0.8277797578371718
ABEV3 BS Equity,2008-12-31,0.8277797578371718
ABEV3 BS Equity,2009-01-01,0.8277797578371718
ABEV3 BS Equity,2009-01-02,0.8699284015162696
ABEV3 BS Equity,2009-01-03,0.8699284015162696
ABEV3 BS Equity,2009-01-04,0.8699284015162696
ABEV3 BS Equity,2009-01-05,0.8347228483657052
ABEV3 BS Equity,2009-01-06,0.8306386774665676
ABEV3 BS Equity,2009-01-07,0.8444431751056523
ABEV3 BS Equity,2009-01-08,0.8315371950643778
ABEV3 BS Equity,2009-01-09,0.8209183507266206
ABEV3 BS Equity,2009-01-10,0.8209183507266206
ABEV3 BS Equity,2009-01-11,0.8209183507266206
ABEV3 BS Equity,2009-01-12,0.8156906119757249
ABEV3 BS Equity,2009-01-13,0.816915863245466
ABEV3 BS Equity,2009-01-14,0.8134851596901906
ABEV3 BS Equity,2009-01-15,0.805472016386083
ABEV3 BS Equity,2009-01-16,0.8121993239175209
ABEV3 BS Equity,2009-01-17,0.8121993239175209
ABEV3 BS Equity,2009-01-18,0.8121993239175209
ABEV3 BS Equity,2009-01-19,0.7966937004609137
ABEV3 BS Equity,2009-01-20,0.7654363325404516
ABEV3 BS Equity,2009-01-21,0.7875872231927474
ABEV3 BS Equity,2009-01-22,0.7875051828569982
ABEV3 BS Equity,2009-01-23,0.7834852064052852
ABEV3 BS Equity,2009-01-24,0.7834852064052852
ABEV3 BS Equity,2009-01-25,0.7834852064052852
ABEV3 BS Equity,2009-01-26,0.7711791560428984
ABEV3 BS Equity,2009-01-27,0.7819264400260497
ABEV3 BS Equity,2009-01-28,0.7665848972409408
ABEV3 BS Equity,2009-01-29,0.773312204772379
ABEV3 BS Equity,2009-01-30,0.779383189617823
ABEV3 BS Equity,2009-01-31,0.779383189617823
ABEV3 BS Equity,2009-02-01,0.779383189617823
ABEV3 BS Equity,2009-02-02,0.7651081711974547
ABEV3 BS Equity,2009-02-03,0.8064565004150739
ABEV3 BS Equity,2009-02-04,0.8071948634368169
ABEV3 BS Equity,2009-02-05,0.7998932735551344
ABEV3 BS Equity,2009-02-06,0.8335298112123244
ABEV3 BS Equity,2009-02-07,0.8335298112123244
ABEV3 BS Equity,2009-02-08,0.8335298112123244
ABEV3 BS Equity,2009-02-09,0.8147425743257476
ABEV3 BS Equity,2009-02-10,0.8305763591253519
ABEV3 BS Equity,2009-02-11,0.8277869877098777
ABEV3 BS Equity,2009-02-12,0.824915575958654
ABEV3 BS Equity,2009-02-13,0.8179421474199683
ABEV3 BS Equity,2009-02-14,0.8179421474199683
ABEV3 BS Equity,2009-02-15,0.8179421474199683
ABEV3 BS Equity,2009-02-16,0.8368114246422944
ABEV3 BS Equity,2009-02-17,0.8016161206058684
ABEV3 BS Equity,2009-02-18,0.8253257776374
ABEV3 BS Equity,2009-02-19,0.8162193003692341
ABEV3 BS Equity,2009-02-20,0.8062103794078261
ABEV3 BS Equity,2009-02-21,0.8062103794078261
ABEV3 BS Equity,2009-02-22,0.8062103794078261
ABEV3 BS Equity,2009-02-23,0.8062103794078261
ABEV3 BS Equity,2009-02-24,0.8062103794078261
ABEV3 BS Equity,2009-02-25,0.8163013407049834
ABEV3 BS Equity,2009-02-26,0.8080973071300589
ABEV3 BS Equity,2009-02-27,0.7866847794995062
ABEV3 BS Equity,2009-02-28,0.7866847794995062
ABEV3 BS Equity,2009-03-01,0.7866847794995062
ABEV3 BS Equity,2009-03-02,0.7394295461079411
ABEV3 BS Equity,2009-03-03,0.7422189175234156
ABEV3 BS Equity,2009-03-04,0.7547710888930498
ABEV3 BS Equity,2009-03-05,0.7784807459245818
ABEV3 BS Equity,2009-03-06,0.7925096433377025
ABEV3 BS Equity,2009-03-07,0.7925096433377025
ABEV3 BS Equity,2009-03-08,0.7925096433377025
ABEV3 BS Equity,2009-03-09,0.7781525845815845
ABEV3 BS Equity,2009-03-10,0.8080152667943095
ABEV3 BS Equity,2009-03-11,0.8129376869392645
ABEV3 BS Equity,2009-03-12,0.8227004868934243
ABEV3 BS Equity,2009-03-13,0.8347604162485635
ABEV3 BS Equity,2009-03-14,0.8347604162485635
ABEV3 BS Equity,2009-03-15,0.8347604162485635
ABEV3 BS Equity,2009-03-16,0.8163013407049836
ABEV3 BS Equity,2009-03-17,0.8327094078548326
ABEV3 BS Equity,2009-03-18,0.8482970716471888
ABEV3 BS Equity,2009-03-19,0.8487072733259353
