ID,DATE,"TOTAL_RETURN_INDEX(DATES=RANGE(2007-12-31,2021-05-05))"
ABEV3 BS Equity,2009-03-20,0.8630643320820529
ABEV3 BS Equity,2009-03-21,0.8630643320820529
ABEV3 BS Equity,2009-03-22,0.8630643320820529
ABEV3 BS Equity,2009-03-23,0.904904903314168
ABEV3 BS Equity,2009-03-24,0.8983416764542284
ABEV3 BS Equity,2009-03-25,0.8991620798117206
ABEV3 BS Equity,2009-03-26,0.9188517603915394
ABEV3 BS Equity,2009-03-27,0.9190158410630378
ABEV3 BS Equity,2009-03-28,0.9190158410630378
ABEV3 BS Equity,2009-03-29,0.9190158410630378
ABEV3 BS Equity,2009-03-30,0.8959625067175003
ABEV3 BS Equity,2009-03-31,0.8971931117537388
ABEV3 BS Equity,2009-04-01,0.9188517603915394
ABEV3 BS Equity,2009-04-02,0.9286966006814489
ABEV3 BS Equity,2009-04-03,0.9557699114786996
ABEV3 BS Equity,2009-04-04,0.9557699114786996
ABEV3 BS Equity,2009-04-05,0.9557699114786996
ABEV3 BS Equity,2009-04-06,0.9759518340730138
ABEV3 BS Equity,2009-04-07,0.9410026510438358
ABEV3 BS Equity,2009-04-08,0.895880466381751
ABEV3 BS Equity,2009-04-09,0.9278761973239567
ABEV3 BS Equity,2009-04-10,0.9278761973239567
ABEV3 BS Equity,2009-04-11,0.9278761973239567
ABEV3 BS Equity,2009-04-12,0.9278761973239567
ABEV3 BS Equity,2009-04-13,0.9369006342563736
ABEV3 BS Equity,2009-04-14,0.9410026510438361
ABEV3 BS Equity,2009-04-15,0.9352598275413887
ABEV3 BS Equity,2009-04-16,0.9516678946912377
ABEV3 BS Equity,2009-04-17,0.9487964829400143
ABEV3 BS Equity,2009-04-18,0.9487964829400143
ABEV3 BS Equity,2009-04-19,0.9487964829400143
ABEV3 BS Equity,2009-04-20,0.9352598275413888
ABEV3 BS Equity,2009-04-21,0.9352598275413888
ABEV3 BS Equity,2009-04-22,0.9549495081212078
ABEV3 BS Equity,2009-04-23,0.9799800145583022
ABEV3 BS Equity,2009-04-24,0.9788270968941164
ABEV3 BS Equity,2009-04-25,0.9788270968941164
ABEV3 BS Equity,2009-04-26,0.9788270968941164
ABEV3 BS Equity,2009-04-27,0.9663920563732503
ABEV3 BS Equity,2009-04-28,0.9843446314298647
ABEV3 BS Equity,2009-04-29,1.001214414258928
ABEV3 BS Equity,2009-04-30,1.0178601189239738
ABEV3 BS Equity,2009-05-01,1.0178601189239738
ABEV3 BS Equity,2009-05-02,1.0178601189239738
ABEV3 BS Equity,2009-05-03,1.0178601189239738
ABEV3 BS Equity,2009-05-04,1.0436527207069404
ABEV3 BS Equity,2009-05-05,1.038296429601851
ABEV3 BS Equity,2009-05-06,1.02923193696247
ABEV3 BS Equity,2009-05-07,1.0218155338938855
ABEV3 BS Equity,2009-05-08,1.0424166535288424
ABEV3 BS Equity,2009-05-09,1.0424166535288424
ABEV3 BS Equity,2009-05-10,1.0424166535288424
ABEV3 BS Equity,2009-05-11,1.0317040713186647
ABEV3 BS Equity,2009-05-12,1.0189313771449913
